,selected,transfers_balance,transfers_in,transfers_out,ict_index,value,label
21,625988,-59628,12092,71720,11.3,60,0
22,612918,-13215,35854,49069,2.6,60,0
23,709815,86818,126599,39781,2.9,60,0
24,709815,86818,126599,39781,5.3,60,0
0,748080,0,0,0,4.7,45,0
1,702353,-69696,29779,99475,4.6,45,0
2,685330,-34442,75246,109688,1.6,45,0
3,744822,43503,86275,42772,2.5,45,0
4,787702,38507,117862,79355,4.6,45,0
5,774462,-15319,37452,52771,2.0,45,0
6,801021,20542,39284,18742,2.4,45,0
7,803402,616,31312,30696,3.6,45,0
8,892985,79840,107928,28088,2.5,46,1
9,904034,15335,35914,20579,4.5,46,0
10,964835,50743,70788,20045,3.2,46,0
11,1007596,38896,56560,17664,1.7,46,0
12,1011200,6507,26453,19946,3.5,47,1
13,1009330,-4055,24253,28308,4.4,47,0
14,1080041,61118,85120,24002,3.6,47,0
15,1157550,74105,97855,23750,3.6,48,1
16,1157970,1816,54654,52838,5.2,48,0
17,1007498,-82261,35400,117661,3.1,48,0
18,929972,-111329,25780,137109,0.0,48,0
19,723859,-205033,832,205865,0.0,48,0
20,569562,-156260,314,156574,0.0,47,-1
21,486478,-84177,595,84772,0.0,47,0
22,462356,-23702,12030,35732,2.1,47,0
23,413720,-50243,7786,58029,0.0,47,0
24,413720,-50243,7786,58029,0.0,47,0
0,196908,0,0,0,1.0,45,0
1,173374,-27099,2287,29386,1.4,45,0
2,147219,-27904,1959,29863,3.0,45,0
3,154299,2402,11046,8644,2.8,45,0
4,158031,1980,15164,13184,2.3,45,0
5,152499,-5949,5411,11360,2.1,45,0
6,159172,4761,8790,4029,1.0,45,0
7,139106,-18637,1982,20619,5.2,45,0
8,144580,2880,8310,5430,2.1,45,0
9,144318,-61,4142,4203,9.4,45,0
10,245712,84099,88670,4571,1.4,45,0
11,268062,32940,42387,9447,5.6,45,0
12,349010,76503,82814,6311,2.4,46,1
13,398669,48885,63272,14387,0.9,46,0
14,545357,133470,149532,16062,3.4,47,1
15,844879,294066,306029,11963,2.7,48,1
16,968435,126911,165269,38358,2.3,49,1
17,969831,-10974,80121,91095,2.4,49,0
18,1029702,25601,94094,68493,1.8,49,0
19,995117,-34892,33646,68538,4.9,49,0
20,965347,-31279,18812,50091,0.4,49,0
21,725124,-239701,5353,245054,1.5,49,0
22,629805,-91117,7760,98877,1.5,49,0
23,623986,-15382,29200,44582,1.7,49,0
24,623986,-15382,29200,44582,2.7,49,0
0,279992,0,0,0,3.9,60,0
1,251773,-40136,18737,58873,10.0,60,0
2,169745,-84620,11853,96473,4.2,59,-1
3,160259,-13409,17087,30496,3.2,59,0
4,103816,-56088,2880,58968,12.5,58,-1
5,123271,14015,29223,15208,8.0,58,0
6,162326,35225,46436,11211,3.5,58,0
7,247952,76819,91348,14529,9.8,58,0
8,349725,93593,130390,36797,8.3,59,1
9,380667,32169,57088,24919,3.6,59,0
10,601149,191523,221883,30360,1.8,60,1
11,527827,-48627,37793,86420,14.7,60,0
12,549147,15718,49703,33985,4.6,60,0
13,562657,11959,49384,37425,4.7,60,0
14,738680,161045,197540,36495,1.3,61,1
15,738740,4477,70547,66070,4.5,61,0
16,659748,-79131,36737,115868,0.0,61,0
17,457370,-78666,41949,120615,2.7,60,-1
18,438091,-31484,38328,69812,5.7,60,0
19,416088,-23271,28377,51648,7.2,59,-1
20,378414,-38466,16930,55396,2.5,59,0
21,350518,-29174,16216,45390,6.4,58,-1
22,374060,21606,60998,39392,0.5,58,0
23,435889,58838,93279,34441,0.0,58,0
24,435889,58838,93279,34441,5.9,58,0
0,23808,0,0,0,0.5,45,0
1,36698,5527,12240,6713,0.6,45,0
2,39762,809,8507,7698,0.0,45,0
3,36175,-3339,1615,4954,0.0,45,0
4,31028,-5247,481,5728,0.0,45,0
5,28184,-3130,195,3325,0.0,45,0
6,24370,-3893,32,3925,0.0,45,0
7,21732,-2660,60,2720,0.0,45,0
8,19147,-2521,38,2559,0.0,45,0
9,18449,-920,33,953,0.0,45,0
10,17494,-944,62,1006,0.0,45,0
11,17081,-561,49,610,0.0,45,0
12,16684,-435,51,486,0.0,45,0
13,16287,-437,72,509,0.0,44,-1
14,16073,-294,257,551,0.0,44,0
15,15767,-328,121,449,0.0,44,0
16,15281,-501,140,641,0.0,44,0
17,14214,-456,100,556,2.2,44,0
18,13520,-744,101,845,0.0,44,0
19,12938,-593,55,648,0.0,44,0
20,12566,-387,71,458,0.0,44,0
21,12185,-384,47,431,0.0,44,0
22,11833,-345,42,387,0.0,44,0
23,11664,-187,61,248,0.0,44,0
24,11664,-187,61,248,0.0,44,0
0,158019,0,0,0,0.0,50,0
1,159368,-14147,17515,31662,0.0,50,0
2,131923,-30763,9259,40022,0.1,49,-1
3,118267,-17713,6295,24008,0.0,49,0
4,102717,-17354,4508,21862,0.0,48,-1
5,97237,-7552,4980,12532,0.0,48,0
6,89478,-8466,1538,10004,0.0,48,0
7,84537,-5404,1525,6929,0.0,47,-1
8,79646,-5452,2082,7534,0.0,47,0
9,77747,-2471,1305,3776,0.0,47,0
10,76145,-2036,2071,4107,0.0,47,0
11,75039,-1432,1954,3386,0.0,47,0
12,74230,-1082,1334,2416,0.0,46,-1
13,73096,-1318,1210,2528,0.0,46,0
14,72771,-821,2330,3151,0.0,46,0
15,72179,-778,1064,1842,0.0,46,0
16,71448,-944,1331,2275,0.0,46,0
17,67161,-1602,290,1892,0.0,46,0
18,64608,-2654,317,2971,0.0,46,0
19,63392,-1296,243,1539,0.0,46,0
20,62186,-1241,256,1497,0.0,46,0
21,60504,-1669,132,1801,0.0,46,0
22,58946,-1569,142,1711,0.0,46,0
23,58085,-910,166,1076,0.0,46,0
24,58085,-910,166,1076,0.0,46,0
0,5118,0,0,0,0.4,55,0
1,4746,-1035,127,1162,2.1,55,0
2,9556,3336,5549,2213,0.9,55,0
3,12534,2317,4318,2001,5.3,55,0
4,9560,-2878,1833,4711,0.0,55,0
5,6658,-3070,92,3162,0.0,55,0
6,5246,-1531,27,1558,0.0,55,0
7,5046,-304,189,493,5.6,54,-1
8,5275,122,473,351,3.7,54,0
9,5320,6,259,253,4.0,54,0
10,7786,2123,2555,432,1.0,54,0
11,7385,-254,654,908,0.0,54,0
12,6687,-716,254,970,2.3,54,0
13,6219,-511,182,693,0.7,54,0
14,6230,-96,495,591,0.0,54,0
15,5945,-303,131,434,2.7,54,0
16,5617,-347,116,463,0.3,54,0
17,4737,-341,14,355,0.0,54,0
18,4398,-362,25,387,0.0,54,0
19,4297,-114,21,135,1.4,54,0
20,4293,-21,57,78,1.2,54,0
21,4335,18,123,105,0.0,54,0
22,4238,-132,58,190,0.3,54,0
23,4284,18,98,80,1.8,54,0
24,4284,18,98,80,0.3,54,0
0,22240,0,0,0,0.0,45,0
1,18707,-4712,336,5048,0.0,45,0
2,13625,-5165,136,5301,0.0,44,-1
3,11675,-2186,74,2260,0.0,44,0
4,9788,-1933,139,2072,0.0,44,0
5,8698,-1155,43,1198,0.0,43,-1
6,7934,-811,43,854,0.0,43,0
7,7308,-622,35,657,0.0,43,0
8,6776,-535,43,578,0.0,43,0
9,6492,-296,20,316,0.0,43,0
10,6152,-332,10,342,0.0,43,0
11,6113,-96,83,179,0.0,43,0
12,6088,-59,71,130,0.0,43,0
13,6044,-80,56,136,0.0,43,0
14,6070,-45,166,211,0.0,43,0
15,6018,-67,57,124,0.0,43,0
16,5963,-90,51,141,0.0,43,0
17,5656,-112,9,121,0.0,43,0
18,5503,-166,33,199,0.0,43,0
19,5409,-96,22,118,0.0,43,0
20,5340,-70,18,88,0.0,43,0
21,5290,-54,23,77,0.0,43,0
22,5357,20,92,72,1.0,43,0
23,5633,229,348,119,1.7,43,0
24,5633,229,348,119,1.9,43,0
0,0,0,0,0,0.0,40,0
1,70348,25232,29414,4182,0.0,40,0
2,125720,36105,46576,10471,0.0,40,0
3,149378,16373,24201,7828,0.0,40,0
4,197881,40852,53576,12724,0.0,40,0
5,231177,30569,37669,7100,0.0,40,0
6,239762,8070,13465,5395,0.0,40,0
7,248161,6697,12783,6086,0.0,40,0
8,275119,23344,30660,7316,0.0,40,0
9,282452,6798,11289,4491,0.0,40,0
10,282993,-778,10264,11042,0.0,40,0
11,287464,4194,9940,5746,0.0,40,0
12,290608,2067,6617,4550,0.0,40,0
13,292681,1687,6656,4969,0.0,40,0
14,300514,5764,11437,5673,0.0,40,0
15,302269,1568,7494,5926,0.0,40,0
16,299031,-3712,9736,13448,1.2,40,0
17,490524,77260,99485,22225,0.0,40,0
18,480325,32971,55357,22386,0.0,40,0
19,498215,16564,28801,12237,0.0,40,0
20,508557,8888,20073,11185,0.0,40,0
21,497206,-11681,11063,22744,0.0,40,0
22,477169,-19724,10665,30389,0.0,40,0
23,469327,-9741,9157,18898,0.0,40,0
24,469327,-9741,9157,18898,0.0,40,0
0,0,0,0,0,0.0,45,0
1,13086,4514,6569,2055,0.2,45,0
2,27648,7704,13058,5354,0.3,45,0
3,26122,-732,2787,3519,0.0,45,0
4,23562,-2550,426,2976,0.2,45,0
5,22874,-1067,476,1543,0.0,45,0
6,31521,5883,8205,2322,0.0,44,-1
7,35570,3104,6428,3324,0.0,44,0
8,39851,3036,7245,4209,0.0,44,0
9,38435,-504,2097,2601,0.0,44,0
10,36217,-1974,945,2919,0.0,44,0
11,34933,-1425,526,1951,0.0,44,0
12,34317,-777,451,1228,0.0,44,0
13,33682,-724,493,1217,0.0,44,0
14,33533,-425,1304,1729,0.0,44,0
15,32827,-693,247,940,0.0,44,0
16,31618,-1263,270,1533,0.0,44,0
17,29135,-1139,111,1250,0.0,44,0
18,27317,-1924,45,1969,0.0,44,0
19,26034,-1307,29,1336,0.0,44,0
20,25067,-983,18,1001,0.0,44,0
21,24199,-894,130,1024,0.0,43,-1
22,24054,-273,543,816,0.0,43,0
23,23899,-222,433,655,0.0,43,0
24,23899,-222,433,655,2.5,43,0
0,454,307,415,108,1.3,45,0
1,886,318,457,139,0.7,45,0
2,1140,185,325,140,0.0,45,0
3,1037,-125,156,281,0.0,45,0
4,1219,64,251,187,0.1,45,0
5,1298,26,143,117,0.1,45,0
6,1420,63,222,159,0.0,45,0
7,1491,28,180,152,0.2,45,0
8,1516,18,122,104,0.0,45,0
9,1475,-54,83,137,0.0,45,0
10,1698,124,326,202,1.3,45,0
11,1898,165,273,108,0.0,45,0
12,1779,-128,86,214,1.3,45,0
13,2548,163,402,239,1.3,45,0
14,2825,204,590,386,1.9,45,0
15,2783,-60,271,331,4.1,45,0
16,2398,-386,40,426,0.0,45,0
17,2059,-341,20,361,0.0,45,0
18,1794,-274,19,293,0.0,45,0
19,1685,-115,34,149,0.0,45,0
20,1685,-115,34,149,0.0,45,0
0,0,0,0,0,0.0,45,0
1,3338,2506,3037,531,0.0,45,0
2,3431,30,896,866,0.0,45,0
3,4710,542,1703,1161,0.0,45,0
4,5007,225,969,744,0.0,45,0
5,6714,1015,2111,1096,0.0,45,0
6,7292,568,1812,1244,0.3,45,0
7,8745,1032,2050,1018,0.0,45,0
8,8771,8,1461,1453,0.0,45,0
9,10902,1453,3244,1791,0.0,45,0
10,11178,217,1413,1196,0.0,45,0
11,11334,3,1547,1544,0.5,45,0
12,18321,3135,5501,2366,1.7,45,0
13,17767,1006,4672,3666,0.4,45,0
14,19989,1986,4144,2158,0.0,45,0
15,19602,-407,2091,2498,0.0,45,0
16,18292,-1429,1171,2600,0.2,45,0
17,18381,-293,2129,2422,0.0,45,0
18,18394,-86,1833,1919,0.0,45,0
19,18394,-86,1833,1919,0.0,45,0
0,0,0,0,0,0.0,40,0
1,1480,695,846,151,0.0,40,0
2,2000,279,473,194,0.0,40,0
3,2566,210,498,288,0.0,40,0
4,3036,188,481,293,0.0,40,0
5,3459,211,515,304,0.0,40,0
6,3938,274,667,393,0.0,40,0
7,4485,93,764,671,0.0,40,0
8,4614,-8,317,325,0.0,40,0
9,4711,-67,285,352,0.0,40,0
10,5298,49,273,224,0.0,40,0
11,5368,-115,295,410,0.0,40,0
12,5371,-97,155,252,0.0,40,0
13,5377,-116,135,251,1.3,40,0
14,5761,160,496,336,0.0,40,0
15,6157,78,480,402,0.0,40,0
16,6391,65,382,317,0.0,40,0
17,6391,65,382,317,0.0,40,0
0,0,0,0,0,0.0,45,0
1,118,32,43,11,0.0,45,0
2,155,8,35,27,0.0,45,0
3,161,-8,11,19,0.0,45,0
4,169,-4,18,22,0.0,45,0
5,181,-2,15,17,0.0,45,0
6,208,-3,23,26,0.0,44,-1
7,331,84,134,50,0.0,44,0
8,331,84,134,50,0.0,44,0
0,0,0,0,0,0.0,40,0
1,1915,623,781,158,0.0,40,0
2,1828,272,474,202,0.0,40,0
3,2086,195,294,99,0.0,40,0
4,2303,159,259,100,0.0,40,0
5,2387,14,189,175,0.0,40,0
6,2384,-92,151,243,0.0,40,0
7,2508,46,194,148,0.0,40,0
8,2508,46,194,148,0.0,40,0
0,0,0,0,0,0.0,45,0
1,53,24,40,16,0.0,45,0
2,66,-1,12,13,0.0,45,0
3,91,8,23,15,0.0,45,0
4,124,9,23,14,0.0,45,0
5,140,-9,18,27,0.0,45,0
6,162,5,18,13,0.0,45,0
7,162,5,18,13,0.0,45,0
0,0,0,0,0,0.0,40,0
1,241,73,96,23,0.0,40,0
2,347,39,69,30,0.0,40,0
3,451,19,63,44,0.0,40,0
4,621,75,135,60,0.0,40,0
5,800,-5,117,122,0.0,40,0
6,937,51,136,85,0.0,40,0
7,937,51,136,85,0.0,40,0
0,0,0,0,0,0.0,45,0
1,111,67,98,31,0.5,45,0
2,146,20,52,32,0.0,45,0
3,193,27,52,25,0.0,45,0
4,219,9,41,32,0.0,45,0
5,255,5,49,44,0.0,45,0
6,274,3,44,41,0.0,45,0
7,274,3,44,41,0.0,45,0
0,0,0,0,0,0.0,45,0
1,28,14,18,4,0.5,45,0
2,65,23,32,9,0.0,45,0
3,115,38,76,38,0.0,45,0
4,160,27,74,47,0.0,45,0
5,236,29,73,44,0.0,45,0
6,236,29,73,44,0.0,45,0
0,0,0,0,0,0.0,45,0
1,40,23,29,6,0.0,45,0
2,69,10,32,22,0.0,45,0
3,106,14,32,18,0.0,45,0
4,106,14,32,18,0.0,45,0
0,296409,0,0,0,2.0,55,0
1,319315,-18999,13398,32397,3.7,55,0
2,361182,6565,43905,37340,0.2,55,0
3,330050,-30652,8428,39080,0.6,55,0
4,419844,58608,87126,28518,1.7,55,0
5,413202,-5726,24854,30580,1.5,55,0
6,419798,870,15972,15102,1.1,55,0
7,424304,-2285,14944,17229,1.8,55,0
8,395062,-26418,6060,32478,3.4,55,0
9,399842,-2882,14175,17057,1.9,55,0
10,443690,31837,53637,21800,1.7,55,0
11,505870,51759,64027,12268,2.4,55,0
12,504498,-2107,16523,18630,7.0,56,1
13,536608,24011,33490,9479,1.8,56,0
14,541213,-765,21132,21897,4.0,56,0
15,550062,-12379,13986,26365,3.5,56,0
16,883752,75113,105096,29983,2.2,56,0
17,585592,-32761,13967,46728,2.5,56,0
18,568408,-34577,7442,42019,3.2,56,0
19,569246,-2274,13778,16052,1.5,56,0
20,543224,-26013,2224,28237,1.2,56,0
21,556589,8648,24427,15779,1.0,56,0
22,513404,-40484,4428,44912,2.2,56,0
23,501770,-16243,6308,22551,2.0,56,0
24,522566,15813,37509,21696,2.6,56,0
0,33970,0,0,0,0.7,50,0
1,37035,-4149,2277,6426,0.0,50,0
2,32482,-6573,2162,8735,0.0,49,-1
3,28150,-5323,1114,6437,3.0,49,0
4,29221,-639,3324,3963,4.1,48,-1
5,30985,739,3624,2885,0.8,48,0
6,31907,292,2650,2358,0.7,48,0
7,32233,-126,2325,2451,0.7,48,0
8,32667,-401,2313,2714,0.9,48,0
9,33949,714,2581,1867,0.6,48,0
10,34749,199,2474,2275,0.6,48,0
11,35790,740,2738,1998,1.8,48,0
12,36296,227,1828,1601,0.9,48,0
13,36954,351,2132,1781,1.2,48,0
14,39302,1563,4167,2604,0.4,48,0
15,38244,-1063,1231,2294,0.2,48,0
16,40061,-372,3379,3751,6.4,48,0
17,37379,-1060,1117,2177,0.0,48,0
18,35608,-2273,738,3011,0.0,48,0
19,34055,-1730,268,1998,3.7,48,0
20,33376,-866,306,1172,2.9,48,0
21,32707,-864,319,1183,0.0,48,0
22,31699,-1126,377,1503,0.8,48,0
23,31185,-705,220,925,0.0,47,-1
24,30934,-435,488,923,0.0,47,0
0,166187,0,0,0,3.0,55,0
1,181839,-10421,9316,19737,0.0,55,0
2,167709,-23668,11803,35471,0.0,55,0
3,140085,-30201,2026,32227,0.0,54,-1
4,127143,-16187,3261,19448,2.9,54,0
5,124622,-4411,3722,8133,4.5,54,0
6,131832,4735,8920,4185,1.6,54,0
7,136090,2013,6972,4959,3.5,54,0
8,139069,1654,8564,6910,3.2,54,0
9,120714,-17720,1857,19577,0.0,54,0
10,107925,-13303,282,13585,2.4,54,0
11,118485,7634,9984,2350,3.8,54,0
12,119572,961,3545,2584,3.6,54,0
13,124285,3730,5829,2099,4.4,54,0
14,126361,872,6167,5295,0.0,54,0
15,129312,-1632,2971,4603,9.5,54,0
16,233175,36389,45607,9218,0.0,54,0
17,152644,-12857,2679,15536,0.0,54,0
18,141133,-14916,1793,16709,0.0,54,0
19,137024,-4875,2373,7248,4.2,54,0
20,134026,-3446,1219,4665,1.5,54,0
21,138425,2930,6859,3929,3.5,54,0
22,135286,-3370,3441,6811,0.0,54,0
23,133319,-2797,2467,5264,0.0,54,0
24,134321,-27,6547,6574,2.3,54,0
0,10931,0,0,0,0.0,60,0
1,10827,-2326,582,2908,3.7,60,0
2,11749,-561,1551,2112,1.2,59,-1
3,13578,451,2433,1982,3.5,59,0
4,15147,170,3217,3047,0.0,59,0
5,12875,-2437,557,2994,6.0,59,0
6,12716,-631,707,1338,0.5,59,0
7,11598,-1258,514,1772,0.0,58,-1
8,9757,-1851,55,1906,0.0,58,0
9,9265,-568,32,600,0.0,58,0
10,8866,-423,51,474,0.0,58,0
11,8585,-300,22,322,0.0,57,-1
12,8418,-169,15,184,0.0,57,0
13,8300,-125,14,139,0.0,57,0
14,8261,-99,103,202,0.0,57,0
15,8550,14,139,125,0.0,57,0
16,8700,-83,176,259,0.3,57,0
17,8650,-39,57,96,0.0,57,0
18,8651,-124,66,190,0.5,57,0
19,8663,-49,70,119,2.0,57,0
20,8678,-48,52,100,1.8,57,0
21,8893,97,205,108,3.0,57,0
22,9035,5,224,219,0.4,57,0
23,9179,24,216,192,5.1,57,0
24,9666,317,587,270,0.2,57,0
0,894557,0,0,0,5.2,105,0
1,829125,-140554,39756,180310,18.4,105,0
2,1243962,266301,355042,88741,19.1,105,0
3,1208153,-37357,123780,161137,19.6,105,0
4,2083949,723621,769600,45979,20.5,106,1
5,2874709,765946,783764,17818,6.9,108,1
6,3137021,252287,270201,17914,6.7,109,1
7,3370292,194924,214170,19246,17.8,110,1
8,3342613,-24064,143251,167315,4.3,110,0
9,3210982,-142038,62167,204205,4.2,110,0
10,2928321,-264317,65490,329807,11.1,109,-1
11,3116271,106446,164995,58549,11.3,109,0
12,3131857,21480,77852,56372,0.8,109,0
13,3290617,134670,164460,29790,5.5,110,1
14,3209230,-86077,82885,168962,3.6,110,0
15,3264888,-19026,79446,98472,13.0,110,0
16,4087630,251254,325776,74522,8.9,110,0
17,3221390,-208661,86391,295052,15.5,111,1
18,3769605,399757,458404,58647,0.0,112,1
19,2453093,-1299896,91139,1391035,0.0,112,0
20,1665524,-797821,2695,800516,0.0,111,-1
21,1396326,-276543,4746,281289,13.1,110,-1
22,1766120,345089,397573,52484,3.6,110,0
23,2020394,250424,291195,40771,7.5,110,0
24,2632864,570891,615011,44120,10.3,111,1
0,236728,0,0,0,0.0,55,0
1,171292,-73290,3206,76496,0.0,54,-1
2,123513,-52114,2664,54778,0.0,53,-1
3,101336,-24948,1518,26466,14.1,52,-1
4,183752,59518,77204,17686,4.3,52,0
5,195046,14852,31700,16848,0.0,52,0
6,183797,-11516,11603,23119,0.0,52,0
7,145209,-38084,2740,40824,0.0,52,0
8,127562,-18941,1900,20841,2.9,52,0
9,130172,491,4714,4223,2.6,52,0
10,146807,12478,16629,4151,2.0,52,0
11,149474,3226,13935,10709,2.9,52,0
12,151918,1501,8074,6573,3.1,52,0
13,169349,15583,20037,4454,1.4,52,0
14,179015,8293,19665,11372,0.0,52,0
15,174463,-7941,4347,12288,0.0,52,0
16,166722,-13751,8070,21821,8.3,52,0
17,147010,-13666,1533,15199,7.9,52,0
18,142803,-7953,4288,12241,0.2,52,0
19,143618,60,5375,5315,0.0,52,0
20,136837,-6942,1423,8365,3.6,52,0
21,143016,4780,9432,4652,7.1,52,0
22,126549,-15332,843,16175,0.0,52,0
23,117758,-9549,583,10132,0.0,52,0
24,114374,-3781,3785,7566,4.0,52,0
0,1724987,0,0,0,9.6,90,0
1,1378891,-424230,60870,485100,24.8,89,-1
2,2405919,784722,918358,133636,5.2,91,1
3,1011225,-1308054,72111,1380165,20.6,90,-1
4,3165689,1907229,1991731,84502,15.2,92,1
5,3897415,746754,764606,17852,10.7,94,1
6,4291822,373225,384869,11644,2.1,95,1
7,4481515,161096,189010,27914,8.2,96,1
8,4208016,-261619,139447,401066,6.0,95,-1
9,4320890,68310,156002,87692,2.0,95,0
10,4309429,-27457,108890,136347,7.5,95,0
11,4587823,222898,251302,28404,6.0,96,1
12,4559057,-16425,92606,109031,8.2,96,0
13,4746191,154155,170409,16254,11.0,97,1
14,4754738,-7255,110504,117759,4.3,97,0
15,4863090,-18558,88545,107103,15.1,97,0
16,5186954,93260,181183,87923,7.3,98,1
17,4372039,-473686,38008,511694,9.7,97,-1
18,4644767,97186,229290,132104,3.3,97,0
19,4730468,75327,167978,92651,5.8,98,1
20,4479241,-254548,50580,305128,5.1,97,-1
21,4466780,-28456,146454,174910,10.4,97,0
22,4209287,-235319,64797,300116,1.7,96,-1
23,4124945,-125462,78291,203753,8.0,95,-1
24,4189610,45430,241107,195677,14.7,95,0
0,95090,0,0,0,1.8,50,0
1,106120,-5327,7555,12882,1.8,50,0
2,111525,-2740,14985,17725,1.9,50,0
3,106781,-7517,5957,13474,2.1,50,0
4,99469,-10843,11818,22661,0.0,50,0
5,80780,-18721,549,19270,1.9,50,0
6,87808,4035,9405,5370,2.0,49,-1
7,94740,4146,8366,4220,2.6,49,0
8,96852,1115,9379,8264,4.1,49,0
9,122314,21114,25622,4508,2.4,49,0
10,201005,64305,70195,5890,1.9,49,0
11,298185,95678,105026,9348,3.3,50,1
12,308692,13276,28985,15709,2.7,50,0
13,360165,47811,59018,11207,3.1,50,0
14,391134,28673,58595,29922,2.2,50,0
15,450786,-9013,22623,31636,4.0,51,1
16,688944,46958,83483,36525,3.1,51,0
17,408581,-66786,10007,76793,3.3,51,0
18,382961,-53701,6367,60068,2.4,51,0
19,373613,-11257,12508,23765,0.0,50,-1
20,341674,-32185,2965,35150,4.8,50,0
21,333021,-10751,12733,23484,0.0,50,0
22,269217,-60736,2810,63546,3.2,49,-1
23,259259,-14302,10731,25033,5.0,49,0
24,324492,59487,80848,21361,0.0,49,0
0,149187,0,0,0,4.4,70,0
1,147075,-17232,11143,28375,0.0,70,0
2,125870,-25581,6308,31889,14.1,69,-1
3,152068,16661,32185,15524,0.3,69,0
4,136288,-17707,12246,29953,0.0,69,0
5,121630,-16147,4169,20316,1.7,69,0
6,115265,-8062,3496,11558,0.0,69,0
7,106509,-9304,1870,11174,0.6,68,-1
8,100311,-7026,1271,8297,0.4,68,0
9,97309,-3622,770,4392,0.0,68,0
10,94530,-3209,816,4025,0.4,67,-1
11,92571,-2397,884,3281,0.0,67,0
12,91510,-1362,1022,2384,0.6,67,0
13,90846,-902,939,1841,2.2,67,0
14,89703,-1531,1147,2678,0.0,67,0
15,87133,-2220,197,2417,0.4,67,0
16,87446,-868,1181,2049,0.0,67,0
17,86136,-663,288,951,0.5,67,0
18,85494,-997,377,1374,0.0,67,0
19,85135,-524,327,851,2.4,67,0
20,84813,-492,261,753,0.8,66,-1
21,84818,-259,691,950,5.1,66,0
22,84784,-379,746,1125,0.2,66,0
23,84603,-457,488,945,9.5,66,0
24,91438,5929,7415,1486,8.7,66,0
0,237638,0,0,0,4.1,80,0
1,154269,-96227,7461,103688,0.0,79,-1
2,69953,-89124,2819,91943,0.0,77,-1
3,55400,-18416,2118,20534,0.7,76,-1
4,50193,-7752,1900,9652,0.0,76,0
5,47658,-3542,1278,4820,0.0,75,-1
6,45866,-2632,910,3542,0.0,75,0
7,44249,-2144,555,2699,0.0,75,0
8,43056,-1963,395,2358,0.0,74,-1
9,43028,-550,656,1206,0.0,74,0
10,42865,-716,590,1306,0.0,74,0
11,42476,-810,404,1214,0.4,74,0
12,42504,-252,371,623,0.0,74,0
13,42446,-314,274,588,0.0,74,0
14,42256,-643,374,1017,0.0,74,0
15,42369,-253,254,507,0.0,74,0
16,42641,-456,434,890,0.0,74,0
17,42303,-268,127,395,0.0,74,0
18,41821,-719,143,862,0.0,74,0
19,41419,-444,18,462,0.0,74,0
20,41126,-328,35,363,0.0,74,0
21,40770,-377,73,450,0.0,74,0
22,40542,-357,132,489,0.3,74,0
23,40775,-31,205,236,1.9,74,0
24,45802,4370,4899,529,2.0,74,0
0,155868,0,0,0,9.2,50,0
1,155739,-12410,13490,25900,0.6,50,0
2,142235,-19850,15628,35478,2.5,50,0
3,117844,-24434,2873,27307,1.1,49,-1
4,103036,-18380,8354,26734,0.0,49,0
5,84909,-18840,3016,21856,1.4,48,-1
6,91329,3995,10894,6899,0.2,48,0
7,86370,-5569,4498,10067,0.0,48,0
8,73515,-12425,1291,13716,0.0,48,0
9,66625,-7819,677,8496,0.0,47,-1
10,62046,-5017,688,5705,0.6,47,0
11,59104,-3544,612,4156,0.2,47,0
12,57024,-2332,362,2694,1.8,46,-1
13,56129,-1164,926,2090,0.0,46,0
14,54475,-2044,1183,3227,5.8,46,0
15,61049,685,2893,2208,5.0,46,0
16,112763,14433,20455,6022,0.0,46,0
17,66855,-7300,1307,8607,3.2,46,0
18,65031,-4056,1469,5525,1.6,46,0
19,64460,-816,2258,3074,3.0,46,0
20,63698,-966,1026,1992,1.3,46,0
21,66770,2504,4436,1932,1.7,46,0
22,65448,-1433,2738,4171,1.2,46,0
23,70326,4238,8138,3900,0.0,46,0
24,74856,3799,12894,9095,0.0,46,0
0,66864,0,0,0,2.0,50,0
1,62000,-9168,4352,13520,1.1,50,0
2,54887,-9098,5340,14438,5.8,49,-1
3,55108,-1613,7214,8827,5.9,49,0
4,59006,714,11209,10495,3.1,49,0
5,59980,-191,7258,7449,2.3,49,0
6,61562,566,6265,5699,1.8,49,0
7,60551,-1526,4579,6105,2.8,49,0
8,59000,-2416,4411,6827,2.0,49,0
9,62786,2533,6227,3694,1.7,49,0
10,66575,2527,7460,4933,2.8,49,0
11,73502,5969,10608,4639,2.0,49,0
12,75316,1534,5897,4363,1.4,49,0
13,75869,-30,5144,5174,3.2,49,0
14,78583,1555,7966,6411,1.3,49,0
15,75471,-2819,2822,5641,6.7,49,0
16,66252,-6682,4428,11110,2.7,49,0
17,65858,-3407,2008,5415,7.1,49,0
18,66328,-1035,4170,5205,6.7,49,0
19,67572,676,4333,3657,2.0,49,0
20,68250,93,3583,3490,1.4,49,0
21,67186,-1731,2543,4274,5.8,49,0
22,68591,556,5182,4626,1.6,49,0
23,67221,-1950,2516,4466,2.7,49,0
24,76489,7856,12751,4895,1.0,49,0
0,10287,0,0,0,0.4,55,0
1,11945,-1035,761,1796,1.2,55,0
2,11929,-1048,784,1832,3.8,55,0
3,11924,-712,786,1498,0.0,55,0
4,10997,-1325,421,1746,0.1,54,-1
5,10343,-834,170,1004,0.0,54,0
6,9729,-745,137,882,0.0,54,0
7,9190,-628,100,728,0.0,53,-1
